project,session_id,source,primary_model,pricing_tier,turns,user_messages,assistant_messages,tool_uses_total,task_subagents,thinking_blocks,thinking_chars,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cache_creation_5m,cache_creation_1h,cache_hit_ratio,estimated_cost_usd,first_ts,last_ts,sidechain_records
-Users-alekdob-Desktop-Dev-Personal-Kyron,cb773dfc-8d79-49c5-8b16-73f39146bc97,cli,claude-opus-4-8,opus,382,382,660,310,0,175,0,222416,332432,3013313,131078052,0,3013313,0.9759,93.7951,2026-06-09T15:34:24.787Z,2026-06-10T11:25:34.073Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,d0c37496-b8a9-49ec-bd82-d40cb545268b,cli,claude-opus-4-8,opus,29,29,54,28,0,12,0,69141,16174,179561,3304475,0,179561,0.93,3.5245,2026-06-08T10:00:58.966Z,2026-06-08T10:04:23.069Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,d1f799dd-4352-49ad-b2ef-cd4fedbef3c3,cli,claude-fable-5,opus-fallback,86,86,144,81,0,41,0,86132,71379,893343,18569710,0,893343,0.9499,17.0834,2026-06-10T11:38:28.312Z,2026-06-10T12:02:52.367Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,d3bb346b-f4ff-4047-b69a-bb785e1211ca,cli,claude-opus-4-8,opus,640,640,1209,535,6,424,0,1062293,2617168,31748928,509100118,0,31748928,0.9395,523.7215,2026-06-12T15:41:59.721Z,2026-06-16T15:43:17.302Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,d560347b-60ea-4497-a1d3-703800504edc,cli,claude-opus-4-8,opus,53,53,92,47,1,19,0,154339,50842,992898,8225997,0,992898,0.8776,12.3614,2026-06-10T08:50:37.090Z,2026-06-10T09:16:13.509Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,d5e9c5f7-7f00-41ab-a8de-05f47b7fb638,cli,claude-fable-5,opus-fallback,39,39,73,36,0,29,0,111361,29127,302489,5320989,0,302489,0.9278,5.836,2026-06-11T14:17:03.419Z,2026-06-11T14:36:10.841Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e0dc7999-48bd-483f-8e2b-ff3daefae607,cli,claude-fable-5,opus-fallback,82,82,158,77,3,66,0,332085,199694,2907284,27210650,0,2907284,0.8936,38.4286,2026-06-10T14:09:37.155Z,2026-06-10T16:14:13.777Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e2afa173-97a9-4754-8744-d5be46df56a2,quack,claude-opus-4-8,opus,49,49,103,45,0,27,0,100099,87099,265034,7421281,0,265034,0.9531,8.0451,2026-06-24T11:16:05.996Z,2026-06-24T12:38:05.931Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e38b84b9-dafb-49c5-8895-dd617da70cc5,cli,claude-opus-4-8,opus,25,25,45,15,0,15,0,80796,45127,292801,2567904,0,292801,0.873,4.6461,2026-06-01T08:14:36.742Z,2026-06-01T09:17:51.030Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e4bb0f4b-3765-443b-95f5-c50e6dbef3aa,cli,claude-opus-4-8,opus,102,102,199,97,2,45,0,125845,169759,1832053,28622510,130,1831923,0.936,30.6348,2026-06-10T07:23:42.129Z,2026-06-10T08:02:36.230Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e515b0e3-4a09-402e-8508-0d9c8240b9e5,cli,claude-opus-4-8,opus,67,67,112,55,0,27,0,60777,50475,233196,9016637,0,233196,0.9684,7.5316,2026-06-08T18:56:06.213Z,2026-06-08T19:34:08.567Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e7d59eaa-1b66-467a-af3f-99e4675d16d3,cli,claude-opus-4-8,opus,64,64,135,61,0,33,0,92948,108639,742017,13870618,0,742017,0.9432,14.7536,2026-06-08T14:07:08.239Z,2026-06-08T14:23:47.210Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e9ce696c-6c94-4fc9-bfcc-181aa6734f66,cli,claude-opus-4-8,opus,180,180,360,176,2,87,0,513698,288655,3448873,67996924,0,3448873,0.9449,65.3388,2026-06-15T17:05:05.937Z,2026-06-16T14:11:20.422Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,e9e5c62c-3a64-4408-a709-eec9b2cfbb5b,cli,claude-fable-5,opus-fallback,521,521,839,482,0,280,0,295474,705342,14921232,293499581,0,14921232,0.9507,259.1184,2026-06-11T09:18:16.150Z,2026-06-12T14:55:26.805Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,efb15e64-6bb7-4d34-ac98-d7f757ff578e,quack,claude-opus-4-8,opus,58,58,126,55,0,31,0,140716,103617,299806,10383908,0,299806,0.9593,10.3597,2026-06-23T15:46:29.798Z,2026-06-23T16:05:39.255Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,f27bbf64-ddfb-4dc3-9e1a-943835b658eb,cli,claude-opus-4-8,opus,221,221,485,206,2,141,0,196546,663748,2147245,131064875,0,2147245,0.9824,96.5291,2026-06-18T14:18:13.333Z,2026-06-18T18:57:06.553Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,f2b0adc9-ae46-4fd6-8c19-2b52965c2b36,cli,claude-opus-4-8,opus,114,114,249,112,0,71,0,181169,257360,1750490,40102377,0,1750490,0.954,38.3316,2026-06-15T12:25:18.787Z,2026-06-15T13:47:40.190Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,f8e37f06-c2e6-4a70-99ed-f47c1d969f6d,cli,claude-fable-5,opus-fallback,244,244,438,234,2,168,0,301708,426627,3962277,110157023,0,3962277,0.9627,92.017,2026-06-10T13:16:11.605Z,2026-06-10T15:05:30.124Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,fda38ced-cfff-4bba-a379-76e698b33ec7,cli,claude-fable-5,opus-fallback,101,101,193,90,0,83,0,96098,103895,387891,20208124,0,387891,0.9766,15.6062,2026-06-11T12:55:58.191Z,2026-06-11T14:25:25.683Z,0
-Users-alekdob-Desktop-Dev-Personal-Kyron,ffa4d77a-2121-40b9-84a3-d917747d9bdb,cli,claude-opus-4-8,opus,20,20,39,19,1,10,0,70287,38061,237956,2679254,0,237956,0.8968,4.1298,2026-06-09T13:29:25.832Z,2026-06-09T13:40:42.710Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,05f88102-0461-4148-873e-a55b81963562,cli,claude-opus-4-8,opus,31,31,59,30,2,13,0,69943,52107,336598,5478324,0,336598,0.9309,6.4953,2026-06-18T15:19:18.835Z,2026-06-18T15:27:52.997Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,06575478-7484-4a5a-ae7b-88666cdc344a,cli,claude-opus-4-8,opus,4,4,9,3,0,3,0,46995,16674,254853,424833,0,254853,0.5846,2.4571,2026-06-09T09:44:18.311Z,2026-06-09T09:46:54.483Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,070319ba-a8ce-4321-a9c5-eea2dc03c3d6,quack,claude-opus-4-8,opus,77,77,133,68,2,31,0,48958,119792,906606,20514111,0,906606,0.9555,19.1629,2026-06-26T14:17:03.273Z,2026-06-26T15:33:53.543Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,07c9d3e6-4959-4340-bf4e-30866c40ee50,quack,claude-opus-4-8,opus,156,156,286,139,0,75,0,62134,284989,2116002,52239326,0,2116002,0.96,46.7801,2026-06-26T12:44:52.639Z,2026-06-26T14:44:18.572Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,0aa9a2cf-85f7-4729-a21e-8269ea3322b7,cli,claude-opus-4-8,opus,211,211,454,204,9,129,0,97745,724369,5547262,136708973,0,5547262,0.9603,121.6228,2026-06-08T06:56:29.790Z,2026-06-08T11:15:34.139Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,0dbcdae0-ea4c-4bbd-bd8b-57f61f247a8f,cli,claude-opus-4-8,opus,7,7,12,6,0,3,0,28366,2259,117942,748157,0,117942,0.8364,1.3095,2026-06-18T13:18:48.358Z,2026-06-18T13:19:26.056Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,11734577-4e1c-466d-8323-9d86da2262bf,cli,claude-opus-4-8,opus,96,96,198,87,0,45,0,53354,275058,4299690,31343952,0,4299690,0.8781,49.6883,2026-06-30T10:14:12.576Z,2026-06-30T14:33:16.057Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,16b72642-ab11-4642-9ecb-eb8cd408ecfe,quack,claude-opus-4-8,opus,422,422,886,379,9,270,0,574885,2081527,7115765,308957694,0,7115765,0.9757,253.865,2026-06-24T14:25:16.748Z,2026-06-28T11:03:32.317Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,200016e5-24ea-421d-a0d2-e02bceb7e69a,cli,claude-opus-4-8,opus,9,9,19,6,0,7,0,45650,14207,425365,1566464,0,425365,0.7688,4.0252,2026-06-29T08:54:36.568Z,2026-06-29T09:46:05.958Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,23c26347-aecf-4fa7-8401-fada21351b30,cli,claude-opus-4-8,opus,208,208,368,143,0,125,0,59009,315991,658994,60947032,0,658994,0.9884,42.787,2026-06-19T12:47:26.957Z,2026-06-19T15:20:00.148Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,2c9d4006-aafe-4e67-9814-886dc320d7ef,cli,claude-opus-4-8,opus,422,422,891,383,3,258,0,183803,1709429,8044123,331486119,0,8044123,0.9758,259.6736,2026-06-03T08:24:04.155Z,2026-06-03T17:21:38.605Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,2e60764e-6e20-4874-a4e1-69cedbea700c,quack,claude-opus-4-8,opus,328,328,648,291,6,187,0,316939,1308882,4700229,192459381,0,4700229,0.9746,159.9129,2026-06-24T10:31:40.672Z,2026-06-25T09:51:32.256Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,2fd3dbf5-2324-4b80-a6ff-265be811edf2,quack,claude-opus-4-8,opus,108,108,240,93,2,76,0,70797,391859,3796997,49111600,0,3796997,0.927,58.4375,2026-06-29T07:05:02.123Z,2026-06-29T12:18:28.557Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,33856293-42b9-4af2-ba8a-ad3e0154e67c,cli,claude-opus-4-8,opus,4,4,8,2,0,3,0,44530,9904,269667,538397,0,269667,0.6315,2.4249,2026-06-29T09:28:47.102Z,2026-06-29T09:32:43.058Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,3cf0de5b-f215-454f-8b53-66b0f25b6e2b,cli,claude-opus-4-8,opus,35,35,65,33,0,16,0,62943,50096,575766,5679274,0,575766,0.8989,8.0053,2026-06-16T14:07:34.404Z,2026-06-16T14:26:43.878Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,3f802894-c0d8-4240-b168-d24b2c9ef8e2,cli,claude-opus-4-8,opus,240,240,501,208,0,141,0,88926,627496,7794583,130113466,0,7794583,0.9429,129.9049,2026-06-17T15:41:40.011Z,2026-06-19T14:12:39.914Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,3fda745c-4895-4e4c-8232-1716a84cb1ed,quack,claude-opus-4-8,opus,39,39,72,29,0,22,0,68916,61221,792041,7853499,0,792041,0.9012,10.7521,2026-06-25T08:06:47.015Z,2026-06-26T09:32:44.705Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,40b860d8-f8a8-4193-9df0-c730cc28c2f8,quack,claude-opus-4-8,opus,1278,1278,2485,1142,12,668,0,955686,3275067,10857711,681515284,0,10857711,0.983,495.2734,2026-06-23T15:16:06.351Z,2026-06-24T15:45:41.788Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4a3a3592-cd1d-488c-818f-caecb3f11c8f,quack,claude-opus-4-8,opus,246,246,505,203,2,145,0,90359,706619,11575890,148764870,0,11575890,0.9273,164.849,2026-06-29T08:58:05.451Z,2026-06-29T15:16:37.185Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4bd36b59-7bd3-48b5-824c-4ef45fbca70d,cli,<synthetic>,opus-fallback,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2026-06-17T14:44:49.682Z,2026-06-17T14:44:50.317Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4d4fcea0-5ac2-45fa-8328-6b161a22b99e,quack,claude-opus-4-8,opus,1538,1538,2760,1336,6,687,0,1127330,2582635,14662797,774985164,0,14662797,0.98,549.3376,2026-06-23T12:27:35.432Z,2026-06-24T15:41:19.085Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4e474890-2693-44ff-800a-2c2449887755,cli,claude-opus-4-8,opus,46,46,103,41,0,30,0,36070,119585,2634260,11177231,0,2634260,0.8072,25.2227,2026-06-30T09:06:30.669Z,2026-06-30T10:04:36.516Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4f0251aa-2fb3-47d8-8f7c-e9bee51d2c5a,quack,claude-opus-4-8,opus,87,87,168,82,2,46,0,72546,311113,1124263,35293438,0,1124263,0.9672,32.8139,2026-06-24T09:13:45.394Z,2026-06-24T10:00:24.729Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4f1da1aa-d94c-49ae-8c35-abae6b11abf3,cli,<synthetic>,opus-fallback,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2026-06-17T14:44:23.755Z,2026-06-17T14:44:25.992Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4f8abff1-5de7-4f3b-8751-2381adfaa07b,quack,claude-opus-4-8,opus,16,16,31,12,0,11,0,44770,23978,262366,3012460,0,262366,0.9075,3.9693,2026-06-29T07:06:43.011Z,2026-06-29T07:19:25.761Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,4f8fdf6a-d907-4693-812d-766315610be3,cli,,opus-fallback,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2026-06-19T12:19:20.883Z,2026-06-19T12:19:20.942Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,51de5040-827f-40ad-975a-6420c7b7f551,quack,claude-opus-4-8,opus,101,101,201,65,3,64,0,62759,331474,2559279,38865237,0,2559279,0.9368,44.0288,2026-06-26T10:11:49.839Z,2026-06-28T10:34:15.992Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,5afd5e8c-3889-49fe-a175-f117a832a2e8,cli,claude-opus-4-8,opus,7,7,17,6,0,5,0,40830,8510,467769,1030418,0,467769,0.6695,3.8557,2026-06-25T12:05:47.485Z,2026-06-25T12:07:16.948Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,5e1d14ea-de61-4d94-8eb9-f8d120a40fec,quack,claude-opus-4-8,opus,32,32,62,16,0,20,0,49421,114597,695860,7548852,0,695860,0.9101,11.2356,2026-06-29T09:10:04.159Z,2026-06-29T10:49:58.191Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,67847007-327a-449f-939a-23ef230081c9,cli,claude-opus-4-8,opus,64,64,112,56,0,26,0,50222,133159,1306240,14326995,0,1306240,0.9135,18.9076,2026-06-08T14:36:08.627Z,2026-06-08T16:13:14.099Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,678fb593-3f54-4929-8c1d-9d42c4419445,cli,claude-opus-4-8,opus,93,93,175,87,0,44,0,44892,114096,439028,21898471,0,439028,0.9784,16.77,2026-06-18T13:15:17.409Z,2026-06-18T15:11:21.431Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,6bff2558-910a-4000-94c9-f6c71e3528df,cli,claude-opus-4-8,opus,937,937,1940,902,6,540,0,563290,3752652,15150128,728094423,0,15150128,0.9789,555.3683,2026-06-05T08:14:27.098Z,2026-06-06T11:52:39.956Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,73c2bce2-5a4a-47ee-a39d-902da78817c8,quack,claude-opus-4-8,opus,198,198,402,177,3,115,0,141965,408140,10115319,102261533,0,10115319,0.9088,125.2648,2026-06-30T10:41:32.942Z,2026-06-30T15:34:19.019Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,75e71bd3-b3b9-478d-bbe4-fb165fe9dbe4,cli,claude-opus-4-8,opus,213,213,454,207,9,127,0,112667,721376,4635690,137467915,0,4635690,0.9666,116.3048,2026-06-08T06:56:29.790Z,2026-06-08T10:12:34.079Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,7d26f96b-39c2-467c-8fef-fe68608dfa84,cli,claude-opus-4-8,opus,181,181,373,170,5,110,0,152455,1542048,13582771,133973684,0,13582771,0.907,191.1926,2026-06-04T10:28:33.116Z,2026-06-05T12:34:41.770Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,85d76bb6-e6e3-471a-bb9b-339d3975380f,quack,claude-opus-4-8,opus,108,108,252,96,0,71,0,50805,243729,1330031,41572069,0,1330031,0.9679,35.446,2026-06-29T13:12:04.508Z,2026-06-29T14:14:50.028Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,8f186add-7e4e-4a26-857b-6f204a8e12f5,quack,claude-opus-4-8,opus,127,127,255,104,0,75,0,34678,222022,482361,40216867,0,482361,0.9873,28.8471,2026-06-24T06:46:20.140Z,2026-06-24T09:22:43.326Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,8f3db2ca-4e3f-4c56-968d-a58c9d143fbf,cli,claude-opus-4-8,opus,53,53,118,52,1,35,0,56860,111546,393113,14845986,0,393113,0.9706,12.9529,2026-06-16T14:08:01.308Z,2026-06-16T14:25:13.019Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,8fcd07e4-936d-4287-9777-bed4e2983bba,cli,claude-opus-4-8,opus,108,108,195,101,2,40,0,97968,146454,2375099,24936280,0,2375099,0.9098,31.4637,2026-06-17T14:47:31.259Z,2026-06-17T15:45:45.858Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,970264e2-f59a-4455-96be-8e9d6bf8525d,cli,claude-opus-4-8,opus,2,2,4,1,0,2,0,26706,1284,152012,188422,0,152012,0.5132,1.2099,2026-06-29T12:48:41.953Z,2026-06-29T12:48:58.275Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,9a3957cc-fb8c-419b-8c75-7d4b7462ecf3,cli,claude-opus-4-8,opus,1,1,1,0,0,0,0,13238,217,60508,16310,0,60508,0.1811,0.4579,2026-06-28T09:41:46.240Z,2026-06-28T09:41:53.002Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,9c963312-7b51-47a8-90ef-d57a222d93ef,cli,claude-opus-4-8,opus,264,264,508,245,1,132,0,98329,796898,1587361,178274548,0,1587361,0.9906,119.4724,2026-06-19T07:03:28.770Z,2026-06-19T10:22:23.760Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,9cb6083c-c1d1-49ce-9f66-74464de5957f,cli,claude-opus-4-8,opus,303,303,583,281,3,146,0,262435,684168,2092636,102964027,0,2092636,0.9776,82.9774,2026-06-01T08:09:27.658Z,2026-06-01T14:17:53.731Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,a160b4cb-21b2-4d46-8a22-231816d20130,quack,claude-opus-4-8,opus,9,9,12,1,0,6,0,27690,11044,352648,835216,0,352648,0.6871,3.0362,2026-06-26T08:54:32.572Z,2026-06-26T09:44:25.484Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,a75b3d16-216e-48ce-9b0c-88981fc773dc,cli,claude-opus-4-8,opus,3,3,6,2,0,2,0,64388,4562,284032,247316,0,284032,0.4151,2.3348,2026-06-28T07:37:51.489Z,2026-06-28T07:38:53.124Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,a788cbbd-49e9-4ebc-9e80-b0ef61de2db5,cli,claude-opus-4-8,opus,437,437,947,340,5,311,0,375460,1551820,8651564,290802374,0,8651564,0.9699,240.1463,2026-06-18T09:34:09.561Z,2026-06-19T11:14:42.206Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,aaeb992d-c5f8-42d6-95b8-1336640f7173,cli,claude-opus-4-8,opus,47,47,76,43,0,18,0,18712,37716,448527,8736882,0,448527,0.9492,8.2082,2026-06-21T14:48:17.647Z,2026-06-21T17:59:12.975Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b048c208-db7d-4738-ad53-fe17021425e7,cli,claude-opus-4-8,opus,83,83,194,66,1,63,0,32112,217153,809136,26375986,0,809136,0.9691,23.8345,2026-06-22T07:23:08.390Z,2026-06-22T08:42:24.392Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b1d643a4-3522-4a02-a71c-19e8610508a3,cli,claude-opus-4-8,opus,135,135,260,118,1,62,0,84832,273431,2228330,48860663,0,2228330,0.9548,45.6173,2026-06-17T14:25:10.721Z,2026-06-17T15:42:20.481Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b223111b-5895-465b-901b-3c88e5cbed77,quack,claude-opus-4-8,opus,5,5,7,2,1,2,0,27079,2417,359204,263631,0,359204,0.4056,2.5727,2026-06-29T12:57:13.220Z,2026-06-29T12:58:58.221Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b29110b9-5c4a-424d-8637-a4e6b246b59e,cli,claude-opus-4-8,opus,78,78,143,66,1,40,0,49069,135570,2316238,15035230,0,2316238,0.8641,25.6287,2026-06-09T08:20:19.370Z,2026-06-10T07:02:22.932Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b47507a6-b8ff-44cc-8623-98b8ef48ee41,quack,claude-opus-4-8,opus,476,476,951,451,8,267,0,188229,1082254,2005525,443929936,0,2005525,0.9951,262.497,2026-06-23T07:07:55.395Z,2026-06-23T13:34:18.192Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b4d5a679-9864-4f26-b158-384f122bff6b,quack,claude-opus-4-8,opus,46,46,83,42,0,19,0,89084,91048,511848,8815514,0,511848,0.9362,10.3284,2026-06-24T10:39:04.965Z,2026-06-24T11:01:24.010Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b6b3d038-5dc2-44ff-9561-8b71cb72934a,cli,claude-opus-4-8,opus,21,21,49,20,0,14,0,83021,110484,483060,4427595,0,483060,0.8866,8.4101,2026-06-04T17:45:50.118Z,2026-06-04T17:54:50.014Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b6f9a14c-51b8-45d9-bfef-e84395596c76,quack,claude-opus-4-8,opus,230,230,444,198,0,115,0,82248,345891,3062154,92445996,0,3062154,0.9671,74.42,2026-06-23T08:32:07.587Z,2026-06-23T15:56:01.630Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,b97cdfcf-7caf-4ad0-83ef-6944dad5e91c,cli,claude-opus-4-8,opus,437,437,884,402,0,236,0,133468,722735,6900881,182262526,691526,6209355,0.9628,152.9975,2026-06-19T11:22:25.503Z,2026-06-22T11:18:57.420Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,ba813d50-accd-4eab-8401-10e51b60190e,cli,claude-opus-4-8,opus,14,14,21,8,1,6,0,37188,10726,345869,1156045,0,345869,0.7511,3.1938,2026-06-01T08:16:15.018Z,2026-06-01T08:24:41.761Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,bac6df8f-ee13-47d8-a5ea-061aaea8469d,cli,claude-opus-4-8,opus,323,323,598,302,7,148,0,267916,731108,7356744,134709521,369,7356375,0.9464,132.9517,2026-06-15T16:10:48.376Z,2026-06-16T14:01:54.131Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,c097b2ff-6a70-4d7b-b404-35ce11504f33,quack,claude-opus-4-8,opus,57,57,115,52,2,28,0,74674,87881,555689,14819897,0,555689,0.9592,13.4534,2026-06-23T11:12:18.715Z,2026-06-23T12:12:32.834Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,c4a859df-2ce5-4559-9c6a-75a74fb42c6c,cli,claude-opus-4-8,opus,60,60,107,55,0,28,0,63063,70475,1187750,13614294,0,1187750,0.9159,16.3078,2026-06-19T13:40:36.613Z,2026-06-19T14:10:38.152Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,ca62f962-171b-4bb2-aee7-938e142b31d3,cli,claude-opus-4-8,opus,151,151,289,143,4,71,0,92372,354033,1746809,67188167,0,1746809,0.9734,53.8243,2026-06-15T16:10:48.376Z,2026-06-16T09:37:55.761Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,d3a4813e-b075-458e-b7ad-f32645820478,cli,claude-opus-4-8,opus,35,35,73,33,0,19,0,32277,69103,1204185,7568946,0,1204185,0.8596,13.1996,2026-06-30T10:04:29.552Z,2026-06-30T10:12:06.364Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,d4eaa7ae-db60-4bab-ae33-fef5b6900b16,cli,claude-opus-4-8,opus,3,3,6,0,0,3,0,31440,12552,122164,318646,0,122164,0.6747,1.3938,2026-06-18T09:43:07.145Z,2026-06-18T09:47:31.258Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,d921ca15-4374-4778-9837-5e6ec7acb1fb,cli,claude-opus-4-8,opus,150,150,347,133,0,106,0,65154,573042,10612391,74297286,0,10612391,0.8743,118.1279,2026-06-29T14:16:43.414Z,2026-06-30T09:52:55.735Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,dd3910d8-53c7-4ed3-82bc-eb46ad281924,quack,claude-opus-4-8,opus,19,19,43,14,0,15,0,41644,29192,235988,3868351,0,235988,0.933,4.3471,2026-06-22T16:10:59.319Z,2026-06-22T16:18:54.898Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,e2eebcb6-2a82-4c8b-93fa-46920367fafb,quack,claude-opus-4-8,opus,24,24,43,19,0,13,0,60040,39374,386967,4731025,0,386967,0.9137,6.0686,2026-06-29T14:33:36.820Z,2026-06-29T14:52:17.079Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,e388d66b-8d67-4273-91e3-23eb448e3ea4,quack,claude-opus-4-8,opus,34,34,60,15,0,25,0,57328,91127,625667,6218038,0,625667,0.901,9.5843,2026-06-23T09:06:37.031Z,2026-06-23T09:44:17.561Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,e7409716-5ca8-4702-b949-d22eebff7d6a,cli,claude-opus-4-8,opus,4,4,7,3,0,2,0,27404,13430,165202,449551,0,165202,0.7001,1.7301,2026-06-25T13:22:25.598Z,2026-06-25T13:23:48.920Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,ea194368-e868-4423-8468-de0214f03b2f,cli,claude-opus-4-8,opus,67,67,152,58,0,46,0,74410,237750,3572926,20841777,0,3572926,0.8511,39.0675,2026-06-30T09:09:07.002Z,2026-06-30T10:17:12.395Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,ec648623-1b75-4f85-9f96-6f1f591ef5ae,quack,claude-opus-4-8,opus,431,431,856,376,3,241,0,261208,1110652,5181090,228922759,0,5181090,0.9768,175.9155,2026-06-22T09:02:46.905Z,2026-06-22T15:25:00.827Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,ec74bc87-6d9d-4553-8cd0-241b367dc8e8,cli,claude-opus-4-8,opus,141,141,291,137,5,85,0,118020,291188,1721150,59765350,0,1721150,0.9701,48.5097,2026-06-17T14:40:26.710Z,2026-06-17T16:12:35.345Z,0
-Users-alekdob-Desktop-Dev-Personal-Virgilio,ed9b3eda-2562-4061-9e6c-32d8e34b2972,quack,claude-opus-4-8,opus,8,8,12,0,0,4,0,14929,3790,423721,529171,0,423721,0.5468,3.0822,2026-06-22T11:35:49.287Z,2026-06-22T13:47:03.109Z,0
